,0,Irony,Offensive,Emotion,Stress Score,Topics
81445,"nation bharat really your country all international community asks some hard questions present government and honble narendra modi are capable answeringwe dont need inc anymore अपना ु ाा ो ा ो ा ाे ेे,1",non_irony,not-offensive,anger,-302.2946143748769,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
84276,"
once modiji started the campaigning all the rats and cockroaches going inside guttersmodi the most focussed speaker the question how much bjp going get will cross 350 alone,1",non_irony,not-offensive,anger,534.9530328896883,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
62636,"indian opposition parties does not want give any credit the present modi govts achievements what narrow mindedness when they can have the statemenship veterans like atalji vote politics everywhere what tragedy india,-1",irony,not-offensive,anger,738.8628886811013,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
63875,"not required any reason for coming modi  the best,1",non_irony,not-offensive,optimism,149.20399175705,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
96017,"entire europe miniscule india alone you can get more than that against modi lol should instead make them feel white guilt,1",non_irony,not-offensive,anger,496.29779570707933,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
48336,"akhilesh yadav know your type people dont have anything good tell nation other side our prime minister modi addressing for what committed and promised 130 people our country know your and your party result after election sit rahul lap,1",non_irony,not-offensive,anger,413.3277023545676,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
100937,"vote for vote for fascist and intolerant modi has ,0",irony,offensive,anger,101.560195982245,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
34148,"amidst the much unwated social upheavals have been created the legacy indian polity somewhat have commenced worsening after two decades free india which caused modi emerge democratic tyrant may streamline unevens have occurred let him ,1",non_irony,not-offensive,sadness,250.55257100368505,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
129299,"dont waste your time these peaceful people india barring kashmir has been relatively peaceful bcos they are scared modi riotsbomb blasts etc thoda darr achcha hai,1",irony,not-offensive,anger,168.65517620544207,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
14196,"question itself invalid cannot compare reservation quota monetary schemes and modi wld never come with such silly scheme,-1",non_irony,not-offensive,anger,379.787953745687,"['news_&_social_concern', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
143143,"will for country modibjp reelected,0",irony,not-offensive,optimism,179.258124296225,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
111253,"modi the dark invader the return jedi
after the success star wars flop star presents bluff wars
 ,1",non_irony,not-offensive,joy,-81.51380139091803,"['film_tv_&_video', 'news_&_social_concern', 'celebrity_&_pop_culture']"
98388,"hahaha she supports modi and the bjp india for the love god some reading and stop defending her without taking into consideration who and what she supports this isnt emotional decision she has publicly backed the bjp and modi the facts are all there see,1",non_irony,not-offensive,anger,622.478423677963,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
29456,"not from party for god sake read his history before you speak shit linking him with bjp will instead increase the acceptance bjp national front target modi instead frustration thoda kam hoga,-1",non_irony,offensive,anger,562.135486001372,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
160864,"with all due respect sir
just tour amethi once live gorakhpur friend from amethi bjp supp voted for bjp 2017 but vote for raga 2019 living delusion great but the truth not even modi can defeat gandhis from their home not bastions,1",non_irony,not-offensive,optimism,608.2764311224525,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
96780,"then how will kejriwal survive sir sir congress aaj dhudh dhula gaya hogajiske talbe chaat rahe hai aap logour biggest mistake vote kejriwal assemblyif modi consume ganja then guys are must addicted drugsashmed voting aap,-1",non_irony,not-offensive,anger,277.19395148820047,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
112760,"according washington post before years kashmiri youth stands against indian barbarism and now educated youth stand against your state about facts not bongis like modi,0",irony,not-offensive,anger,195.10163727731302,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
32951,"truth and justice has become secondary for you not what are you trying say people who vote for modi their education useless you must out your mind take some help ,-1",non_irony,not-offensive,anger,141.949199097651,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
141411,"supporting for modi 100 ,1",irony,not-offensive,optimism,198.115835239203,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
42314,"prime minister narinder modi will start his address the nation soon stay tuned ,0",non_irony,not-offensive,optimism,426.89744038830224,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
95395,"baar phir modi sarkaar people says during modi rally ,0",irony,not-offensive,anger,85.132090648319,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
124363,"too little too late hindu mahasabha raised this issue relentlessly and pursued visa for the hindu refugees modi wakes from kumbhakarna sleep just because elections are next month darpok chowkidar,-1",irony,not-offensive,sadness,149.96355893712396,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
5824,"where are you contesting from ,0",non_irony,not-offensive,anger,27.58319166225501,"['news_&_social_concern', 'sports', 'diaries_&_daily_life']"
122459,"modi very generous person give the recommendation get the business credit from public sector banks return modi definitely will getting invest the general elections finally our psbs have huge debts they are unable carry themselves,1",non_irony,not-offensive,sadness,718.4249197852762,"['business_&_entrepreneurs', 'news_&_social_concern', 'celebrity_&_pop_culture']"
123990,"course correction near but not near its years from now 2024 when modi calls time his active political career and paves the way for yogi adityanath pmship,-1",non_irony,not-offensive,optimism,432.3591693163961,"['news_&_social_concern', 'celebrity_&_pop_culture', 'business_&_entrepreneurs']"
97596,"need them that can keep our government line modi bhagwan nahi hai bjp dharm unse galti skti accept and start questioning,0",non_irony,not-offensive,anger,160.384470186407,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
84153,"modis sarab swipe gathbandhan congress says shameful read here shared via ndtv news app android ,0",non_irony,not-offensive,anger,-250.8220613959529,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
42090,"media badly decoding this tweet there enigma code between the lines jaldi modi jaldi jaldi indians are not able bear ,-1",non_irony,not-offensive,anger,570.4738159683019,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
4225,"
northeast india was totally neglected now northeast leads new indias growth story modi himself has visited the region more than times again,1",irony,not-offensive,optimism,435.88420002516807,"['news_&_social_concern', 'travel_&_adventure', 'business_&_entrepreneurs']"
107958,"2014 runner not both vote share and seats its non congress and non bjp parties 2019 challenger not its these parties which are challenging bjp seats where bjp real race inc only challenging bjp ,1",non_irony,not-offensive,anger,-82.40836027770503,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
21687,"modi new vision new india and rahul ghandi old problem new india
and old problem need new solution and that jay modi sarkar,1",non_irony,not-offensive,optimism,254.34306301078334,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
102285,"yup quite sad our education system couldn’ teach them fill proper entries forks modi should resign,-1",irony,not-offensive,sadness,394.8385124422441,"['news_&_social_concern', 'learning_&_educational', 'youth_&_student_life']"
106771,"ofcourse their match while this infants will increase know modis has never been concern,0",non_irony,not-offensive,anger,368.918172396425,"['news_&_social_concern', 'diaries_&_daily_life', 'sports']"
123567,"narendranath datta were alive now narendra modi rss could ever dare exploit swami vivekananda icon institute content therefore its the responsibility the youth reincarnate naren rss bjp understands what what ,1",non_irony,not-offensive,anger,125.32407767443517,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
79672,"modi dlf ankur vihar b66 loni 201102 sewer line fully jam packed send labour nagar palika loni clear ,1",non_irony,not-offensive,sadness,82.74947906128,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
140284,"think was modi who made the comment,0",non_irony,not-offensive,anger,83.46604801866198,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
31370,"news modi made subhaschandra zee owner rajya sabha member but look what zee ghanta doing zee working for mamta × and abusing modi and bjp traitor ,0",irony,not-offensive,anger,-313.94763302297764,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
109100,"empathise with your concern about seeing our oppressors rewarded with positions power modi acted fiercely break national defenses around undemocratic actors this sense gives chance strengthen our democracy better the future,1",non_irony,not-offensive,optimism,387.3572761372104,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
104968,"millions hinfud are antimodi but how can they called antihindu have seen hundreds hindus twitter making fun islamic scriptures rituals etc have seen any muslim doing what you are claiming,1",non_irony,not-offensive,anger,904.168643213407,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
30481,"you have advantage voting for modi and you will get chance see pappus entertainment ,0",irony,not-offensive,anger,-32.84781927296801,"['news_&_social_concern', 'film_tv_&_video', 'diaries_&_daily_life']"
