,0,Irony,Offensive,Emotion,Stress Score,Topics
3942,Patrick Townsend is hosting a webinar on August/26/2015 on overcoming the security challenges on the IBM i.   Time PST:10:00am. EST:1:00pm. ,irony,not-offensive,optimism,534.814521044608,"['science_&_technology', 'news_&_social_concern', 'learning_&_educational']"
25957,On Friday night I wondered what the Charlie Hebdo response would be. It doesn't disappoint.  ,irony,not-offensive,optimism,207.25522240085294,"['news_&_social_concern', 'film_tv_&_video', 'diaries_&_daily_life']"
15299,"... But don't worry, I'll just take a nice 3 hour nap in the Nike lounge at the RPAC tomorrow cause that's basically all I do at school ",irony,not-offensive,joy,14.947432481210955,"['diaries_&_daily_life', 'fitness_&_health', 'youth_&_student_life']"
5341,#Hudsonvalley Revise randi into bentley jetaun yes you may call me b j for short lol how yah like me now hudson valle ,irony,not-offensive,joy,-69.29870762271803,"['diaries_&_daily_life', 'other_hobbies', 'news_&_social_concern']"
5132,For all of you that havent already heard theres a car bash for DECA tomorrow. Bring a dollar and support WKHS and DECA #BeatLexington ,irony,not-offensive,joy,-475.2107068598487,"['music', 'news_&_social_concern', 'celebrity_&_pop_culture']"
6744,This hopefully means that MCPE will come out for IOS around the 8th of September along with all other versions! ,irony,not-offensive,joy,83.32327640141503,"['science_&_technology', 'news_&_social_concern', 'learning_&_educational']"
32523,July 19th... Best. Day. Ever. Happy National Ice Cream Day! Can you spot the five different things in these images? ,irony,not-offensive,joy,299.37412471372596,"['food_&_dining', 'diaries_&_daily_life', 'arts_&_culture']"
19644,"@user Rousey my dear, aim higher please. What's in it to waste time with a lizard shit 'runner'?   C'mon!"" ",irony,offensive,anger,518.19108877138,"['sports', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
22918,@user my car park ticket for Foo Fighters on Saturday hasn't been posted yet. What's going on? ,irony,not-offensive,anger,-8.997079947801982,"['sports', 'music', 'diaries_&_daily_life']"
12930,"Need Your Love So Bad by Fleetwood Mac is #nowplaying in The Sun, Lancaster.  Download it now at ",non_irony,not-offensive,joy,-7.879837780830014,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
772,"from September 2nd in Japan: Netflix, Amazon Prime Video + Hulu and all the other streaming services already operating. Which one to choose? ",non_irony,not-offensive,joy,305.529192408534,"['film_tv_&_video', 'arts_&_culture', 'news_&_social_concern']"
16046,"Worth noting that Jays loss tonight could have been a David Price start but he was moved to Friday to face a ""better"" opponent? ",irony,not-offensive,sadness,54.29140749398002,"['sports', 'gaming', 'diaries_&_daily_life']"
7570,Will not be going to hari terbuka next friday\u002c have to go to putrajaya ,non_irony,not-offensive,sadness,65.18444497143801,"['diaries_&_daily_life', 'travel_&_adventure', 'other_hobbies']"
33146,"I liked a @user video Daniel Bryan engages in a Hulkamania pose-fest with Hulk Hogan: SmackDown, April 11, ",irony,not-offensive,joy,247.997340863648,"['film_tv_&_video', 'sports', 'celebrity_&_pop_culture']"
10967,"@user There will be some road closures on Saturday for the Pride Parade, details can be found here: ",irony,not-offensive,sadness,-58.26801733000503,"['news_&_social_concern', 'diaries_&_daily_life', 'arts_&_culture']"
15499,ANT-MAN was the 1st time I didn't stay for a Marvel film's post credits scene. The film was just one big teaser. Didn't need to see another. ,irony,not-offensive,joy,379.73562305338004,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
17994,"Following Trump, Scott Walker and Ted Cruz, said they support revoking 14th amendment rights for the children of immigrants. ",irony,not-offensive,anger,374.60902406264097,"['news_&_social_concern', 'diaries_&_daily_life', 'learning_&_educational']"
2148,Why am I not @ Hot Jam..... Oh yea right cuz it's MONDAY! fuckin fools!!! ,irony,offensive,anger,257.70767725447706,"['music', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
34789,From the Archives: :  Nokia Lumia 800: Monday Morning Surprise    #gadgetreview #mobile ,irony,not-offensive,joy,503.41319745770505,"['science_&_technology', 'business_&_entrepreneurs', 'other_hobbies']"
33925,The U16s game with shotton has been called off due to a waterlogged pitch\u002c so they\u2019re now going to llani on wednesday night. Sorry lads! ,irony,not-offensive,sadness,-0.6037377549689975,"['sports', 'gaming', 'diaries_&_daily_life']"
29958,Thinking about buying MSCD610 Oracle Database Exam Oracle 11g SQL 2nd Casteel? Rea via @user ,non_irony,not-offensive,optimism,-69.28413709792397,"['science_&_technology', 'learning_&_educational', 'business_&_entrepreneurs']"
26144,"Be sure to watch \""""Cougar Town\"""". It\u2019s \""""Friends\"""" minus all the best actors\u002c plus wine! Coming in January. Right after \""""Shovin\u2019 Buddies\"""" ",non_irony,not-offensive,joy,808.94905765762,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
32123,played the song \u2019Ain\u2019t No Need To Worry (Album Version)\u2019 by THE WINANS on @user ,non_irony,not-offensive,joy,-24.658577152646,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
34687,HALL OF FAMER Frank Gifford a NFL Legend on the field and in the booth calling the games on Monday Night Football... ,irony,not-offensive,joy,129.16910364511904,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
27511,@user guess what im working in the day on 17th meaning you can come over so we can be excited aaaaand we can go see inbetweeners! ,irony,not-offensive,joy,-85.19742448668204,"['diaries_&_daily_life', 'relationships', 'film_tv_&_video']"
33800,Be sure to attend the GCS Career Exploration Fair on November 15th\u002c from 4-7PM\u002c at the Greensboro Coliseum Special... ,non_irony,not-offensive,joy,125.59113490619796,"['learning_&_educational', 'youth_&_student_life', 'news_&_social_concern']"
6561,David Guetta\u2019s playing with Alesso at Fort Canning 8th Oct. Only want to hear Alesso leh. ,non_irony,not-offensive,joy,39.11553297712797,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
21775,Poor Shawn has no idea what April is talking about! #PsychRewatchPjParty ,irony,not-offensive,sadness,6.053838142880048,"['film_tv_&_video', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
25058,Michael Dyer fucked his career up so bad. Could've easily been a 1st round pick. Now he's at Arkansas Baptist College & isn't even playing. ,irony,offensive,sadness,231.43330497632698,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
35236,The Elizabeth Warren test: Why Joe Biden's presidential run may be over before it begins #ows #p2 ,irony,not-offensive,optimism,302.219222780953,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
18327,@user bucket list tour to see AC/DC in Ottawa Thurs.  A friends first trip to ONT he's 52! (His bucket list) I will webcast ya! ,non_irony,not-offensive,joy,478.07606331908704,"['travel_&_adventure', 'diaries_&_daily_life', 'music']"
36220,No disrespect to kendrick but march madness was the song of the year if not the greatest song of all time ,irony,not-offensive,joy,33.95028815083997,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
27903,Former Soldier Arrested Over Bloody Sunday - disgusting - then the IRA like Adams etc should be arrested now  ,irony,offensive,anger,167.15293508033196,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
3298,NO14 - DEN 34; Peyton and Eli may meet in the Super Bowl if both Denver and the New York Giants keep winning like they did Sunday ,irony,not-offensive,joy,374.364246407903,"['sports', 'gaming', 'celebrity_&_pop_culture']"
7947,"If you google \""fresh prince costume\"" I\u2019m the 3rd picture! ",irony,not-offensive,joy,226.78808758252202,"['film_tv_&_video', 'arts_&_culture', 'diaries_&_daily_life']"
18820,"Google+ is still alive, and it may be the missing tool in your #recruiting toolkit --&gt; via @user ",irony,not-offensive,optimism,882.1163181098652,"['science_&_technology', 'business_&_entrepreneurs', 'learning_&_educational']"
22830,@user This tweet was poorly timed. Surely they'd be hidden... RT @user 12 handy tips for Windows 7 that you may not know ,irony,not-offensive,sadness,248.1273468339641,"['science_&_technology', 'learning_&_educational', 'news_&_social_concern']"
1684,"Trayce Thompson continued tearing the cover off the ball Tuesday, going 3-for-4 with three RBI as the White Sox edged the Red Sox 5-4. ",irony,not-offensive,joy,264.40256010473394,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
16693,@user The bookstore is packed with students buying warm WVU gear for the game this Saturday!  #215section1 ,irony,not-offensive,joy,142.39437874390194,"['sports', 'youth_&_student_life', 'learning_&_educational']"
12141,"my English teacher has very long, thick hair and I hope he puts it up in leias buns for Star Wars day at school tomorrow ",irony,not-offensive,joy,132.67153593874605,"['diaries_&_daily_life', 'film_tv_&_video', 'arts_&_culture']"
30047,@user yo yo can you come Sylvia park at 6 tomorrow we gonna meet some all blacks with @user  if she can come. ,non_irony,not-offensive,joy,-103.53180109214898,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
8735,Most annoying twat ever! But she brought Dunkin so I may just talk to her today... ,irony,offensive,anger,-57.11160002248198,"['diaries_&_daily_life', 'food_&_dining', 'other_hobbies']"
24603,"Tony Blair and Saudi Arabia go way back, he stopped an investigation against Saudi Arabia because of a 'security threat.' C'MON BRUH. ",irony,not-offensive,anger,304.75805961948595,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
13576,@user Love the Iditarod! Used to do huge project when I taught 1st! Even went for start one year! Can\u2019t wait to see what you did! ,non_irony,not-offensive,joy,-122.91587957075204,"['learning_&_educational', 'diaries_&_daily_life', 'youth_&_student_life']"
25502,"Kanye west cracks me up, I just sat here and listened to his 20 minute speech and I still don't understand #Kanye2020 ",irony,not-offensive,joy,-85.600801526742,"['celebrity_&_pop_culture', 'music', 'news_&_social_concern']"
8614,October 27 1962: U2 aircraft strays over Siberia. USAF interceptors sent to protect armed with nuclear warheads #Cuba1962 ,irony,not-offensive,anger,81.67819088538293,"['news_&_social_concern', 'science_&_technology', 'film_tv_&_video']"
13993,@user you are lovely too Jessica (Mad) but lovely. Yeah SNP missed a trick not showing the film to the nation on September 17th ,irony,not-offensive,joy,203.63685595356594,"['film_tv_&_video', 'news_&_social_concern', 'arts_&_culture']"
4984,"Undertaker-style, @user just tapped out to the ""Brock Lesnar of soups"". Dude didn't even get 1/3rd in smh. 
@user Comedy show is on my list of things to do in the near future. Seinfeld is near me this Monday, but big $$$... 
Ihop has $1 short stacks tomorrow. FINNA fuck it up! 
mom I know its Friday you don't need to parade around the house singing Rebecca Black 
@user won twice on the last day to stay up. Finished 10th and carling cup final. Sent West Ham down!!! Lot of good times\u002c more to come 
Q&A: Mike D, Punk Star of the Wine World: We talked to Mike D after his set on Sunday in Brooklyn, where this ye... ",non_irony,offensive,anger,1110.3096443818627,"['sports', 'celebrity_&_pop_culture', 'film_tv_&_video']"
2192,Guysss please sponsor me and give as much as you can.. I'm climbing Mount Snowdon in Feb! ,non_irony,not-offensive,joy,48.20682408712103,"['travel_&_adventure', 'diaries_&_daily_life', 'news_&_social_concern']"
10550,Dear Giant fans please find another way to get to the parade on Wednesday. I do not want to see u on Caltrain! #2010memoriesofhell!! ,irony,not-offensive,anger,-278.3543378325179,"['sports', 'diaries_&_daily_life', 'travel_&_adventure']"
8796,The first time I ever watched Shawn on tv was on Michael and Kelly and now he's gonna be on the show tomorrow I'm emotional ,irony,not-offensive,joy,-132.180642400086,"['film_tv_&_video', 'celebrity_&_pop_culture', 'news_&_social_concern']"
20097,"Spotify is all \""Matt and Kim station eh? May we suggest David Guetta?\""  No\u002c you may not. ",irony,not-offensive,anger,200.07266837669707,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
16513,"@user Champion of the Earth\""""""""  Frank Warren already looking into the unification possibilities\u002c may put her in with Chisora first!"" ",irony,not-offensive,optimism,1041.4416689628392,"['news_&_social_concern', 'sports', 'celebrity_&_pop_culture']"
22866,@user Friday Night Lights? It's a tv show. Set in Texas about American Football. Only watched it for Taylor Kitsch really. ,irony,not-offensive,joy,327.43902258084404,"['film_tv_&_video', 'sports', 'celebrity_&_pop_culture']"
5331,"HELP STOP KONY hes not dead! Washington, D.C. on November 17 please go and help get the president to get Kony go to there website! #kony! ",irony,not-offensive,sadness,14.761343417977955,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
28445,"@user Hi, can you confirm that there will be extra services from Milton Keynes to London after Foo Fighters concert on Sat 05/09?"" ",irony,not-offensive,anger,272.2956873915472,"['music', 'arts_&_culture', 'diaries_&_daily_life']"
7942,@user did u see?Il Divo\u2019s coming to Romania (Bucharest) THIS Sunday!if I\u2019d only known 2-3 months earlier!!do u like \u2019em?r u going? ,non_irony,not-offensive,joy,300.28262018077294,"['travel_&_adventure', 'music', 'diaries_&_daily_life']"
17140,"Just drove through Calle Ocho on a Friday night. Never knew it was Cuban brickell. Outside bars, lounges, pubs... Interesting.. ",irony,not-offensive,joy,330.41492832392487,"['diaries_&_daily_life', 'food_&_dining', 'travel_&_adventure']"
35872,my uroboros tracking from amazon is different... i hope that means it's coming via the route that will make it in time for friday delivery! ,irony,not-offensive,joy,862.6616642368392,"['diaries_&_daily_life', 'food_&_dining', 'travel_&_adventure']"
26802,@user Ooh! I\u2019ve just started playing my bf\u2019s AC I to get me into it as I\u2019ve never played before. I like! III may be bought soon..Xx ,non_irony,not-offensive,joy,125.50517509597603,"['gaming', 'diaries_&_daily_life', 'sports']"
